number,short_description,priority,state,assignment_group,assigned_to,sys_created_on,sys_updated_on,sys_id,age_days,total_hours,total_days,total_minutes,sla_breach
INC0042415,Autodesk AutoCAD 2022 | AutoCAD 2022 is not installing from software center,4 - Low,In Progress,WIT-ServiceDesk-L1,Kamalesh Gopalakrishnan,28-10-2025 13:45,14-11-2025 08:10,a20cc0f63b78be90399d5d0864e45a98,2,56.45,2.35,3387,TRUE
INC0045308,oracle latency issue,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,06-11-2025 13:56,14-11-2025 08:10,a274e6ed3b01fa54399d5d0864e45a14,2,56.45,2.35,3387,TRUE
INC0043499,HYSYS Stream Reporter not connecting to HYSYS,4 - Low,In Progress,WIT-ServiceDesk-L1,Rithvik Konereddy,31-10-2025 11:57,14-11-2025 08:10,a277cb6f3b38bed0399d5d0864e45ae8,2,56.45,2.35,3387,TRUE
INC0045958,P3 - Azure - WoodPLC - Backup failed for GRB_ECD20005_ID_LBCC [UKI02-HXSQL14],4 - Low,In Progress,WIT-Backup,Kaushik Chakraborty,08-11-2025 02:30,14-11-2025 08:11,a2ea964e3b0dfa54ae6be524c3e45a1e,2,56.45,2.35,3387,TRUE
INC0016553,Problem description:  Hosts having  CMOS Battery Issue  ,4 - Low,In Progress,WIT-VMWare,Raghulvenkatesh Raghulvenkatesh,13-08-2025 18:11,14-11-2025 08:11,a37ee5123b5b2e10399d5d0864e45a26,2,56.45,2.35,3387,TRUE
INC0015218,RemoteDesktop not wrking,3 - Moderate,New,WIT-WVS-VDI,,09-08-2025 06:20,14-11-2025 08:11,a3e66a743b132ad4399d5d0864e45a07,2,56.45,2.35,3387,TRUE
INC0045848,"as I am facing significant difficulties working with it. The device heats up very quickly, Blueprint error, and frequently hangs which is affecting my productiv",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,07-11-2025 13:54,14-11-2025 08:11,a3fda7753b893294399d5d0864e45ac1,2,56.45,2.35,3387,TRUE
INC0043971,Network Drive | Users have been experiencing intermittent access issues with the network drive for the past two weeks.,4 - Low,In Progress,WIT-ServiceDesk-L1,Zakir Shariff,03-11-2025 07:08,14-11-2025 08:11,a40ae1683bcdb614399d5d0864e45ac1,2,56.45,2.35,3387,TRUE
INC0028858,Mathcad 15 install PTC_GLOBAL,4 - Low,New,WIT-Incident Management,,19-09-2025 13:27,14-11-2025 08:11,a4715b863b4072d0ae6be524c3e45aa6,2,56.45,2.35,3387,TRUE
INC0021241,Change password outlook,4 - Low,In Progress,WIT-LS-NCSA-BR-BRAZIL,Alberth Machado,28-08-2025 12:46,14-11-2025 08:11,a4d335873b27aa50ae6be524c3e45a36,2,56.45,2.35,3387,TRUE
INC0011994,"I have an EA software, Permission to access error as shown; I unable create new filters...",3 - Moderate,New,WIT-WVS-VDI,,31-07-2025 09:38,14-11-2025 08:11,a51dfc8e3bcb2a14399d5d0864e45a08,2,56.45,2.35,3387,TRUE
INC0044941,Adobe pro  not installing from software center,4 - Low,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,05-11-2025 11:22,14-11-2025 08:11,a56834593b813654399d5d0864e45ad8,2,56.44,2.35,3387,TRUE
INC0044651,Ajuste de contas NFS 3370 e 3390,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Surya Ayyarappan,04-11-2025 14:11,14-11-2025 08:11,a694588d3b893a14ae6be524c3e45a93,2,56.44,2.35,3387,TRUE
INC0033305,Aspen | Error in Aspen HYSYS version 14,4 - Low,In Progress,WIT-ServiceDesk-L1,Priya Salunke,02-10-2025 07:07,14-11-2025 08:11,a6a638d63b94be90ae6be524c3e45a88,2,56.44,2.35,3387,TRUE
INC0010818,Accrual PTO report is Inaccurate,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,28-07-2025 20:27,14-11-2025 08:11,a6d47f453b0be290399d5d0864e45a90,2,56.44,2.35,3387,TRUE
INC0042623,Laptop Hinge poped out,4 - Low,On Hold,WIT-DSS-APAC-IN-GURGAON,Abhay Kumar,29-10-2025 04:54,14-11-2025 08:11,a72c57f63b7472d0399d5d0864e45ade,2,56.44,2.35,3387,TRUE
INC0040348,Printer | Windows 11 is not installing printer driver,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Lavanya Shivakumar,22-10-2025 17:25,14-11-2025 08:11,a74386f83bfc3250399d5d0864e45a0a,2,56.44,2.35,3387,TRUE
INC0039763,"Oracle Client | Oracle Client 19c"" installation error",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Surya Ayyarappan,21-10-2025 09:23,14-11-2025 08:11,a78c03903b703a10ae6be524c3e45af9,2,56.44,2.35,3387,TRUE
INC0039949,Bentley ProjectWise Explorer 10 CONNECT |Unable to access Bentely project wise getiing an error,4 - Low,In Progress,WIT-ServiceDesk-L1,Shruti Kodiya,21-10-2025 18:34,14-11-2025 08:11,a8314d283b7cba10399d5d0864e45aac,2,56.44,2.35,3387,TRUE
INC0044276,The audio output switches from headset to Laptop automatically without notice,4 - Low,In Progress,WIT-ServiceDesk-L1,Varun Kumar,03-11-2025 19:40,14-11-2025 08:11,a86698343b89ba14399d5d0864e45a5e,2,56.44,2.35,3387,TRUE
INC0040276,Unable to see java in software center further application getting blocked by java security error,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sriharshitatalari Sriharshitatalari,22-10-2025 14:08,14-11-2025 08:11,a877d9703bb03250399d5d0864e45afb,2,56.44,2.35,3387,TRUE
INC0046133,SolarWinds Alert | P4 | NCSA | CLU01 | Clute | US | VMWare - Memory Utilization Alert: clu01-vh1.woodgroup.com Memory Usage Reached 92 %,4 - Low,In Progress,WIT-Monitoring-L1,Abhilash Shivanna,09-11-2025 11:50,14-11-2025 08:11,a8c425ee3bc13294ae6be524c3e45a1d,2,56.44,2.35,3387,TRUE
INC0025366,battery no longer holds a charge,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Rithvik Konereddy,10-09-2025 12:11,14-11-2025 08:11,a8d960133bffe610ae6be524c3e45a7f,2,56.44,2.35,3387,TRUE
INC0042421,Laptop |Laptop Crashing,4 - Low,In Progress,WIT-ServiceDesk-L1,Shiva Shankar,28-10-2025 13:58,14-11-2025 08:11,a8de80fa3bb8be90399d5d0864e45a4a,2,56.44,2.35,3387,TRUE
INC0046100,Software Center,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vignesh Dhanasekaran,09-11-2025 05:38,14-11-2025 08:11,a97f08223b81fe54ae6be524c3e45a06,2,56.44,2.35,3387,TRUE
INC0044968,"My personal mobile number is visible on my Teams profile, and I would like to have it removed.",4 - Low,In Progress,WIT-ServiceDesk-L1,Poorni Kirthi,05-11-2025 12:49,14-11-2025 08:11,a99ac1953b493654399d5d0864e45a18,2,56.44,2.35,3387,TRUE
INC0041038,Azolve | Not able to view correct invoice in azolve (Invoice-74454688),3 - Moderate,In Progress,WIT-ServiceDesk-L1,Surya Ayyarappan,24-10-2025 13:37,14-11-2025 08:11,a9d1af993bb43a50ae6be524c3e45a90,2,56.44,2.35,3386,TRUE
INC0045243,Laptop no power - will not start,4 - Low,In Progress,WIT-ServiceDesk-L1,Poorni Kirthi,06-11-2025 10:25,14-11-2025 08:11,aa54b56d3b85b254ae6be524c3e45a94,2,56.44,2.35,3386,TRUE
INC0043903,Folder name was changed over the weekend with out my request,4 - Low,In Progress,WIT-ServiceDesk-L1,Vishnu Chiluveri,03-11-2025 03:48,14-11-2025 08:11,aacb342c3bcdbed0ae6be524c3e45a66,2,56.44,2.35,3386,TRUE
INC0043605,External monitor | Unable to adjust the external monitor display resolution,4 - Low,In Progress,WIT-ServiceDesk-L1,Lavanya Shivakumar,31-10-2025 18:08,14-11-2025 08:11,aae3e4bb3b3cfed0399d5d0864e45a3e,2,56.44,2.35,3386,TRUE
INC0045992,Windows is blocking the preview pan which is very important to preview documents like PDF file,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,08-11-2025 08:16,14-11-2025 08:11,aae82f463b49b294399d5d0864e45a64,2,56.44,2.35,3386,TRUE
INC0046137,test,4 - Low,New,WFG-SC-SharedService-ORACLE CLOUD,,11-11-2025 07:25,14-11-2025 08:11,ab6bbe073b0572109faa1da985e45a60,2,56.44,2.35,3386,TRUE
INC0046132,Need license for Microsoft office 365to use and Edit ms tools and outlook forum,4 - Low,In Progress,WIT-ServiceDesk-L1,Swarnav Paul,09-11-2025 11:35,14-11-2025 08:11,aba0ed2e3b8d3694399d5d0864e45a4d,2,56.44,2.35,3386,TRUE
INC0044785,Laptop is not working,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Monisha Yalla,05-11-2025 03:47,14-11-2025 08:11,accf0bcd3b097254399d5d0864e45a24,2,56.44,2.35,3386,TRUE
INC0028032,P4 | EMZ |Asia/Dubai|Application file not opening,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Mohankumar Krish,17-09-2025 11:30,14-11-2025 08:11,acd228253b847690ae6be524c3e45a03,2,56.44,2.35,3386,TRUE
INC0034255,P3 | APAC | AU/Perth WA/197 St Georges Terrace | Application | SharePoint | Adobe | Cannot open documents from sharepoint,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Suraj Parit,06-10-2025 06:16,14-11-2025 08:11,ace09da73b143ad0ae6be524c3e45ac4,2,56.44,2.35,3386,TRUE
INC0043529,Storage | share folder access,4 - Low,In Progress,WIT-ServiceDesk-L1,Shiva Kumar,31-10-2025 13:51,14-11-2025 08:11,ad9a6f2f3b30fed0399d5d0864e45a2f,2,56.44,2.35,3386,TRUE
INC0033322,ANSYS ||Ansys License server error,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vijayan Krishna,02-10-2025 07:57,14-11-2025 08:11,ada28d9a3b1c7ed0399d5d0864e45a20,2,56.44,2.35,3386,TRUE
INC0044034,"The system is overheating, fan making a lot of noise, and running very slowly",4 - Low,In Progress,WIT-ServiceDesk-L1,Anusha Ashok,03-11-2025 09:14,14-11-2025 08:11,adf606a03b093214ae6be524c3e45a44,2,56.44,2.35,3386,TRUE
INC0045191,Telephony | New Mobile number needs to be update,4 - Low,In Progress,WIT-ServiceDesk-L1,Kamalesh Gopalakrishnan,06-11-2025 07:44,14-11-2025 08:11,ae9f49293bcd3254ae6be524c3e45a70,2,56.44,2.35,3386,TRUE
INC0028089,P4 | AM CT | La Porte | Networks | Wood supplied Mi-Fi at site is not working,4 - Low,In Progress,WIT-ServiceDesk-L1,Sachin Birangaddi,17-09-2025 13:25,14-11-2025 08:11,aedcfced3bc4b690ae6be524c3e45a25,2,56.44,2.35,3386,TRUE
INC0014540,p3||SH||AE.SH.Sharjah.1.Sharjah office|| Adobe Acrobat ||receiving error message whenever opening Adobe,3 - Moderate,On Hold,WIT-ServiceDesk-L1,Swathi Rangandale,07-08-2025 07:36,14-11-2025 08:11,af45245c3b1f6694ae6be524c3e45a7c,2,56.44,2.35,3386,TRUE
INC0045717,"Facing ""No HDMI signal from your device""",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sriram Sridharan,07-11-2025 06:44,14-11-2025 08:11,af7bc2313b05be54399d5d0864e45a81,2,56.44,2.35,3386,TRUE
INC0045726,SolarwindAlert|P4| NCSA | BOG02 | Bogota | CO|Disk Utilization Alert: E:\ Label:Cliente servidor  Serial Number 903FE6CF on R-APP-COBAES-1 has reached to 95 %,4 - Low,In Progress,WIT-Monitoring-L1,Somesh Yarragudi,07-11-2025 07:22,14-11-2025 08:11,b044d2f13b49f654ae6be524c3e45a85,2,56.44,2.35,3386,TRUE
INC0033413,Civil 3D  – Unable to open Civil 3D  APP.  error -1730,4 - Low,In Progress,WIT-ServiceDesk-L1,Patnam Lakshmi,02-10-2025 12:31,14-11-2025 08:11,b122c6d63b18fe90ae6be524c3e45af1,2,56.44,2.35,3386,TRUE
INC0044745,PIPESIM | Installation does not progress from software center,4 - Low,In Progress,WIT-ServiceDesk-L1,Ravish Srinivas,04-11-2025 21:55,14-11-2025 08:11,b1fd71013b01ba14ae6be524c3e45a7f,2,56.44,2.35,3386,TRUE
INC0017007,unable to startSp3d vai remote desktop,3 - Moderate,New,WIT-WVS-VDI,,15-08-2025 06:02,14-11-2025 08:11,b23c91b23b5f2e50ae6be524c3e45a53,2,56.44,2.35,3386,TRUE
INC0043647,P3|AMER|Atlanta|Commvault(hou12-cv01)|Backups are failing to start in Houston CommCell as a previous job for the same client is running,4 - Low,In Progress,WIT-Backup,Kalaimani Asokan,01-11-2025 00:39,14-11-2025 08:11,b34e75f73b74bad0ae6be524c3e45a19,2,56.44,2.35,3386,TRUE
INC0045042,AccountEdge |Need to speak to someone regarding Arran Davidson,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Shruti Kodiya,05-11-2025 16:32,14-11-2025 08:11,b3aefddd3bc97654399d5d0864e45a32,2,56.44,2.35,3386,TRUE
INC0045849,New Mouse Required,4 - Low,In Progress,WIT-ServiceDesk-L1,Surya Ayyarappan,07-11-2025 13:56,14-11-2025 08:11,b46e2bb53b8d7a54ae6be524c3e45a4f,2,56.44,2.35,3386,TRUE
INC0044699,RDP | Unable to run the Bluebeam application in remote mission,4 - Low,In Progress,WIT-ServiceDesk-L1,Vinay Samadi,04-11-2025 16:58,14-11-2025 08:11,b49b70453bcdfe14399d5d0864e45a95,2,56.44,2.35,3386,TRUE
INC0044888,P3|EMEA|SA.Saudi Arabia.1.Al-Butain Tower|I have an issue in previewing PDF in the file explore,4 - Low,In Progress,WIT-ServiceDesk-L1,Vijay Ayyappan,05-11-2025 08:50,14-11-2025 08:11,b5751c993b81f254399d5d0864e45a97,2,56.44,2.35,3386,TRUE
INC0042295,1. Heating issue & Fan issue2. Storage issue 3. Latency 4.MS Office not working properly 5. Battery backup (already changed).,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Roopesh Narayan,28-10-2025 08:49,14-11-2025 08:11,b58707263bb43e90399d5d0864e45ae9,2,56.44,2.35,3386,TRUE
INC0046138,Issue with Ansible Integration on - RITM0083896,4 - Low,New,WIT-Ansible,,11-11-2025 08:10,14-11-2025 08:11,b5f583cf3b0572109faa1da985e45ae8,2,56.44,2.35,3386,TRUE
INC0045672,"email address ""yavuz.atasoy@woodplc.com"" is not included in the following e-mail group ""communications@woodplc.com""",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Nitesh Singh,07-11-2025 03:02,14-11-2025 08:11,b608d5393b89b654ae6be524c3e45a0e,2,56.44,2.35,3386,TRUE
INC0046030,MFA reset forcarlos.rivas2@woodplc.com,4 - Low,In Progress,WIT-ServiceDesk-L1,Satish Sangappa,08-11-2025 15:16,14-11-2025 08:11,b63a45963b05f294399d5d0864e45a2b,2,56.44,2.35,3386,TRUE
INC0045037,AccountEdge |Password reset,4 - Low,In Progress,WIT-ServiceDesk-L1,Shruti Kodiya,05-11-2025 16:22,14-11-2025 08:11,b6dc39d53bc97654399d5d0864e45a1b,2,56.43,2.35,3386,TRUE
INC0045237,Laptop requires a BitLockerKey,4 - Low,In Progress,WIT-ServiceDesk-L1,Saivarun Raparthi,06-11-2025 10:06,14-11-2025 08:11,b75fa1213b05b254ae6be524c3e45a0d,2,56.43,2.35,3386,TRUE
INC0045563,starting problems,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Chandan Prakash,06-11-2025 16:53,14-11-2025 08:11,b76c87a53b017654ae6be524c3e45a5c,2,56.43,2.35,3386,TRUE
INC0037846,Docking station replacement,4 - Low,In Progress,WIT-ServiceDesk-L1,Vignesh Dhanasekaran,15-10-2025 04:50,14-11-2025 08:11,b8e4df123b603294ae6be524c3e45ae4,2,56.43,2.35,3386,TRUE
INC0034217,Blulebeam Does Not Allow Me To Carry Out My Duties,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Hymavathi Gurram,06-10-2025 04:56,14-11-2025 08:11,b9100def3b143e14399d5d0864e45a99,2,56.43,2.35,3386,TRUE
INC0046131,Cannot access remote desktop,3 - Moderate,New,WIT-ServiceDesk-L1,,09-11-2025 11:32,14-11-2025 08:11,ba40692e3b8d3694399d5d0864e45ae8,2,56.43,2.35,3386,TRUE
INC0044160,Cannot access SharePoint for K+S project on my new Windows 11 computer,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Prajwal Narasimhamurthy,03-11-2025 13:29,14-11-2025 08:11,ba9103e83b457a14399d5d0864e45a88,2,56.43,2.35,3386,TRUE
INC0045031,Unable to email Client,4 - Low,In Progress,WIT-ServiceDesk-L1,Vamsy Krishna,05-11-2025 15:55,14-11-2025 08:11,bae575993bc5be14ae6be524c3e45af3,2,56.43,2.35,3386,TRUE
INC0032534,Unable to Sign In,4 - Low,In Progress,WIT-AP-Support-Central,Graham Tucker,30-09-2025 13:47,14-11-2025 08:11,bb0044753b94b690ae6be524c3e45ac4,2,56.43,2.35,3386,TRUE
INC0044958,"GlobalProtect is unable to establish a proper connection, which prevents access to any software or application that requires a network license",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sameer Bhuyan,05-11-2025 12:32,14-11-2025 08:11,bb17cd9d3bc53654399d5d0864e45a36,2,56.43,2.35,3386,TRUE
INC0039682,Exporting Excel from AMUSE crashes AMUSE,4 - Low,In Progress,WIT-ServiceDesk-L1,Manasa Vechalapu,21-10-2025 06:07,14-11-2025 08:11,bb2f92543b70f610ae6be524c3e45a8b,2,56.43,2.35,3386,TRUE
INC0013120,"After moving to Win 11, I cannot access Voyager.  I've copied the link below that I should be able to access.",4 - Low,New,WIT-AP-OracleEBS-Voyager,,04-08-2025 15:23,14-11-2025 08:11,bb827edf3b4faa54ae6be524c3e45a52,2,56.43,2.35,3386,TRUE
INC0042858,Having a challenge logging in,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sumanth Sarika,29-10-2025 15:45,14-11-2025 08:11,bbef294b3b38fe90ae6be524c3e45a72,2,56.43,2.35,3386,TRUE
INC0035430,Any attempt to access Voyager from an external system results in 502 or 504 Errors,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,08-10-2025 16:09,14-11-2025 08:11,bcab6d983b28b614ae6be524c3e45a88,2,56.43,2.35,3386,TRUE
INC0014690,DESKTOP LANOT OPEN,4 - Low,New,WIT-WVS-VDI,,07-08-2025 12:26,14-11-2025 08:11,bcb0a9103b9fa694ae6be524c3e45a6f,2,56.43,2.35,3386,TRUE
INC0045213,Preview | Unable to see preview files in File Explorer,4 - Low,In Progress,WIT-ServiceDesk-L1,Sowmya Sakhinana,06-11-2025 09:07,14-11-2025 08:11,bcf2ada53bc97254ae6be524c3e45a37,2,56.43,2.35,3386,TRUE
INC0045977,Solarwinds Alert | P4 | SQL Job Failed – DatabaseIntegrityCheck - USER_DATABASES on Server ATT1-DEVSQL3 at 11/8/2025 3:00:00 AM,4 - Low,In Progress,WIT-Monitoring-L1,Pooja Bhorkade,08-11-2025 04:59,14-11-2025 08:11,bd0dfa4e3b413e54ae6be524c3e45ab8,2,56.43,2.35,3386,TRUE
INC0044464,Laptop docstation is not working properly,4 - Low,New,WIT-ServiceDesk-L1,,04-11-2025 07:01,14-11-2025 08:11,bdb27eb43b093e14399d5d0864e45a30,2,56.43,2.35,3386,TRUE
INC0046108,Unable to connect to VDI,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vignesh Dhanasekaran,09-11-2025 06:29,14-11-2025 08:11,be7a94ea3b053694399d5d0864e45aec,2,56.43,2.35,3386,TRUE
INC0045700,BIT LOCKER PROBLEM,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Deeksha Yanamadala,07-11-2025 06:01,14-11-2025 08:11,bec14eb53bc1f654ae6be524c3e45a69,2,56.43,2.35,3386,TRUE
INC0044701,Mouse pad is not working; confirmed with TechConnect,4 - Low,In Progress,WIT-ServiceDesk-L1,Varun Kumar,04-11-2025 17:04,14-11-2025 08:11,bedcb0c93b457a14ae6be524c3e45a4a,2,56.43,2.35,3386,TRUE
INC0044519,Devices | Dell Dock not sending HDMI/DP signal to connected monitors,4 - Low,In Progress,WIT-ServiceDesk-L1,Jahnavi Kadavakollu,04-11-2025 08:56,14-11-2025 08:11,bf6c07343b89b614ae6be524c3e45a88,2,56.43,2.35,3386,TRUE
INC0045736,SharePoint | unable to edit sharepoint PDF file,4 - Low,In Progress,WIT-ServiceDesk-L1,Shiva Kumar,07-11-2025 08:02,14-11-2025 08:11,c06b12b93b09be54399d5d0864e45a2e,2,56.43,2.35,3386,TRUE
